Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
"55.715559, -2.403535",07/08/2017,65.6,40.2,54.7,38.2,,0,0,0,13.9,234.63,27.7,29,40.3,74.71,Partially cloudy
"55.715559, -2.403535",07/09/2017,61.1,48.5,55.9,45.4,,0.03,0,0,11.4,221.79,30,23.5,61.6,88.54,"Rain, Partially cloudy"
"55.715559, -2.403535",07/10/2017,55.7,51.2,53.7,,,0.08,0,0,9.2,177.04,,16,89.6,96.12,"Rain, Overcast"
"55.715559, -2.403535",07/11/2017,58.4,49.2,52.8,46.8,,0.27,0,0,10.3,135.83,,19.3,71.5,90.77,"Rain, Partially cloudy"
"55.715559, -2.403535",07/12/2017,64.7,45.6,54.9,43.2,,0,0,0,9.2,184.88,,26.6,62.2,82.06,Partially cloudy
"55.715559, -2.403535",07/13/2017,66.5,44.9,56.8,42.4,,0,0,0,17.2,228.54,31.1,28.4,50.6,81.54,Partially cloudy
"55.715559, -2.403535",07/14/2017,64.7,51.2,57.2,,,0.08,0,0,16.1,263.75,,28.5,63,75.89,"Rain, Partially cloudy"
"55.715559, -2.403535",07/15/2017,65.6,53.7,59.6,,,0.13,0,0,21.9,217.5,32.3,23.1,82.5,93.94,"Rain, Overcast"
"55.715559, -2.403535",07/16/2017,66.3,49.4,58.1,47.7,,0.02,0,0,15,245.46,34.4,28.7,36.9,72.36,"Rain, Partially cloudy"
"55.715559, -2.403535",07/17/2017,70.8,50.1,61.4,,,0,0,0,17.2,255.83,33.3,24.9,28.5,70.51,Partially cloudy
"55.715559, -2.403535",07/18/2017,73.5,48.5,61.1,47,,0,0,0,15,153.75,,21.6,22,77.69,Clear
"55.715559, -2.403535",07/19/2017,61.1,54.8,58.5,,,0,0,0,12.7,94.21,,11,87.1,94.87,Overcast
"55.715559, -2.403535",07/20/2017,62,49.2,57.2,46.3,,0.08,0,0,15,243.42,,23.2,56.1,82.96,"Rain, Partially cloudy"
"55.715559, -2.403535",07/21/2017,63.8,44,54.8,42.5,,0.01,0,0,12.8,131.71,30,24.4,72.3,88.36,"Rain, Partially cloudy"
"55.715559, -2.403535",07/22/2017,58.4,53.7,56.9,,,0.43,0,0,16.1,60.83,30,5.2,85.2,98.01,"Rain, Overcast"
"55.715559, -2.403535",07/23/2017,59.3,55.5,56.9,,,0.34,0,0,16.1,154.17,30,7.6,84,97.56,"Rain, Overcast"
"55.715559, -2.403535",07/24/2017,60.9,53.9,56.5,,,0,0,0,13.9,65.42,,22.7,77.8,85.54,Overcast
"55.715559, -2.403535",07/25/2017,60,53,55.6,,,0.02,0,0,5.8,140.33,,22.6,93.3,90.82,"Rain, Overcast"
"55.715559, -2.403535",07/26/2017,64.5,48.3,56.1,,,0.28,0,0,16.1,201.75,34.7,16.3,74.6,91.16,"Rain, Partially cloudy"
"55.715559, -2.403535",07/27/2017,60.9,46.5,54.4,42.6,,0.04,0,0,17.2,215.83,27.1,25.9,48.3,85.59,"Rain, Partially cloudy"
"55.715559, -2.403535",07/28/2017,62.9,51,56.6,,,0.02,0,0,18.3,214.58,31.1,25.3,75.4,84.22,"Rain, Overcast"
"55.715559, -2.403535",07/29/2017,63.6,49.2,57,47.5,,0,0,0,21.9,225.42,31.6,25.3,65.1,83.21,Partially cloudy
"55.715559, -2.403535",07/30/2017,65.5,51.9,57.3,,,0.05,0,0,20.8,218.46,31.1,26,70.7,82.89,"Rain, Partially cloudy"
"55.715559, -2.403535",07/31/2017,64.7,49.2,56.6,47.5,,0.05,0,0,20.8,220,33.3,25.5,69.6,84.45,"Rain, Partially cloudy"
"55.715559, -2.403535",08/01/2017,65.5,51.2,56.9,,,0.16,0,0,18.3,214.13,28.9,23.3,74.6,84.96,"Rain, Partially cloudy"
"55.715559, -2.403535",08/02/2017,64.7,47.6,56.1,45.6,,0.19,0,0,12.7,185.25,,20.9,63.3,91.03,"Rain, Partially cloudy"
"55.715559, -2.403535",08/03/2017,70.8,52.1,59.2,,,0.1,0,0,17.2,226.38,30,20.4,56,86.15,"Rain, Partially cloudy"
"55.715559, -2.403535",08/04/2017,62,53.7,57.6,,,0,0,0,17.2,261.67,33.3,28.5,79,83.05,Overcast
"55.715559, -2.403535",08/05/2017,63.7,49.2,55.7,46.8,,0.2,0,0,14.9,262,23,26.1,87.8,82.25,"Rain, Overcast"
"55.715559, -2.403535",08/06/2017,61.1,42.9,52.6,40,,0.08,0,0,16.1,221.75,,25.2,56.3,88.92,"Rain, Partially cloudy"
"55.715559, -2.403535",08/07/2017,63.8,47.4,55.9,44.1,,0.32,0,0,12.8,231.67,,25.6,62.1,87.75,"Rain, Partially cloudy"
"55.715559, -2.403535",08/08/2017,64.5,45.8,55.2,43.5,,0,0,0,11.4,151.13,,27,62.1,81.49,Partially cloudy
"55.715559, -2.403535",08/09/2017,63.6,49.4,56.8,48.6,,0.02,0,0,15,136.63,,29.5,59.4,77.42,"Rain, Partially cloudy"
"55.715559, -2.403535",08/10/2017,67.3,44,55.9,41.4,,0,0,0,16.1,245.04,33.3,28.7,45.6,79.3,Partially cloudy
"55.715559, -2.403535",08/11/2017,65.4,50.1,57.6,,,0.04,0,0,23,226.67,35.9,27.1,75.1,87.83,"Rain, Overcast"
"55.715559, -2.403535",08/12/2017,62.8,52.1,56.1,,,0.12,0,0,10.3,231.96,,26.8,86.8,82.82,"Rain, Overcast"
"55.715559, -2.403535",08/13/2017,62.7,43.1,54.6,39.5,,0,0,0,11.4,250.58,,29.7,60.9,73.59,Partially cloudy
"55.715559, -2.403535",08/14/2017,63.8,47.6,56.5,,,0.09,0,0,16.1,163.88,26.4,25.6,86.7,87.33,"Rain, Overcast"
"55.715559, -2.403535",08/15/2017,66.5,51.9,59,,,0.29,0,0,15.2,232.33,32.2,21.1,61.5,84.31,"Rain, Partially cloudy"
"55.715559, -2.403535",08/16/2017,65.4,47.6,57.7,,,0.07,0,0,20.8,209.13,34.4,23,59.3,81.27,"Rain, Partially cloudy"
"55.715559, -2.403535",08/17/2017,71,54.6,61.8,,,0.08,0,0,19.4,215,31.1,25.2,52.7,79.2,"Rain, Partially cloudy"
"55.715559, -2.403535",08/18/2017,60.9,51.2,55.8,,,0.08,0,0,21.9,217.63,31.1,21.7,60.9,85.51,"Rain, Partially cloudy"
"55.715559, -2.403535",08/19/2017,64.5,49.4,56.9,46,,0,0,0,23,250.42,36.5,27.4,58.2,75.54,Partially cloudy
"55.715559, -2.403535",08/20/2017,64.7,50.1,57.4,,,0,0,0,14.9,248.38,,28.8,60,76.96,Partially cloudy
"55.715559, -2.403535",08/21/2017,69,42.9,56.3,40.3,,0,0,0,6.9,206.13,,25.7,74.8,80.3,Partially cloudy
"55.715559, -2.403535",08/22/2017,69,55.7,62.1,,,0,0,0,9.2,150.46,,15.5,88.3,86.86,Overcast
"55.715559, -2.403535",08/23/2017,70.8,53.9,61.4,,,0.06,0,0,15,146.5,,16.9,70.8,86.68,"Rain, Partially cloudy"
"55.715559, -2.403535",08/24/2017,69.1,50.1,58.5,,,0,0,0,17.2,235.04,,29.4,64.6,80.75,Partially cloudy
"55.715559, -2.403535",08/25/2017,65.4,53.7,59.2,,,0,0,0,16.1,223.75,,28,84.2,83.62,Overcast
"55.715559, -2.403535",08/26/2017,65.4,52.8,58.1,,,0.13,0,0,11.4,243.83,,24.6,77.2,86.42,"Rain, Overcast"
"55.715559, -2.403535",08/27/2017,65.6,46.7,57.3,45.6,,0,0,0,17.2,227.92,30,28.4,64.7,87.25,Partially cloudy
"55.715559, -2.403535",08/28/2017,66.3,56.6,62,,,0,0,0,25.2,225,35.8,28,89.6,85.02,Overcast
"55.715559, -2.403535",08/29/2017,58.4,45.6,53,42.6,,0,0,0,12.7,235,,26.6,58.1,79.81,Partially cloudy
"55.715559, -2.403535",08/30/2017,65.4,43.8,52.9,41.2,,0,0,0,12.7,245.42,,27.9,62.3,78.85,Partially cloudy
"55.715559, -2.403535",08/31/2017,64.6,45.6,54.1,42.5,,0,0,0,6.9,249.79,,26.3,64.4,76.91,Partially cloudy
"55.715559, -2.403535",09/01/2017,59.3,44,51.6,41.4,,0.16,0,0,9.2,176.08,,25,55.2,90.58,"Rain, Partially cloudy"
"55.715559, -2.403535",09/02/2017,64.7,43,53.4,37.8,,0,0,0,11.4,234.13,,26.2,37.6,79.9,Partially cloudy
"55.715559, -2.403535",09/03/2017,65.4,44,54.8,42.5,,0.01,0,0,18.3,194.63,,26.2,77.6,79.99,"Rain, Overcast"
"55.715559, -2.403535",09/04/2017,64.7,55.5,59.2,,,0.2,0,0,12.7,198,24.2,25,85.4,90.2,"Rain, Overcast"
"55.715559, -2.403535",09/05/2017,61.1,52.1,56.3,,,0.13,0,0,12.7,232.54,,21,86.2,89.66,"Rain, Overcast"
"55.715559, -2.403535",09/06/2017,62.7,45.6,53.7,42.8,,0,0,0,17.2,239.58,30,28,54.2,82.33,Partially cloudy
"55.715559, -2.403535",09/07/2017,57.5,49.2,53.7,46.8,,0.2,0,0,13.9,216.25,31.1,20,80.4,94.68,"Rain, Overcast"
"55.715559, -2.403535",09/08/2017,59.3,47.6,54,42.2,,0.01,0,0,18.3,238.33,30,27.8,55.9,85.02,"Rain, Partially cloudy"
"55.715559, -2.403535",09/09/2017,60.2,46.7,53.3,44.5,,0.02,0,0,11.4,240.04,,28.4,68.7,86.26,"Rain, Partially cloudy"
"55.715559, -2.403535",09/10/2017,58.4,48.3,52.1,43.3,,0.02,0,0,21.9,215.88,35.8,27,76.2,91.59,"Rain, Overcast"
"55.715559, -2.403535",09/11/2017,61.1,45.6,52.3,40.9,,0.35,0,0,18.3,250.83,36.9,24.7,58.5,86.51,"Rain, Partially cloudy"
"55.715559, -2.403535",09/12/2017,61.8,47.6,53.3,47.6,,0,0,0,20.8,241.75,36.9,28.2,67.5,77.78,Partially cloudy
"55.715559, -2.403535",09/13/2017,54.6,45.8,48.8,41.4,,0.08,0,0,13.9,251.25,,28.8,91.2,89.9,"Rain, Overcast"
"55.715559, -2.403535",09/14/2017,58.2,47.6,51.8,44.9,,0.09,0,0,15,300.42,28.9,28.4,59.6,77.63,"Rain, Partially cloudy"
"55.715559, -2.403535",09/15/2017,59.1,46.7,52.1,44.4,,0.05,0,0,13.8,307.92,,29.5,66.7,80,"Rain, Partially cloudy"
"55.715559, -2.403535",09/16/2017,53.9,44.9,49.3,41,,0.12,0,0,12.7,227.92,,25.5,70.2,87.82,"Rain, Partially cloudy"
"55.715559, -2.403535",09/17/2017,57.5,48.5,52.7,45.4,,0.17,0,0,11.4,114.58,,15.7,70.9,92.83,"Rain, Partially cloudy"
"55.715559, -2.403535",09/18/2017,53.2,44.9,49.7,40.5,,0.01,0,0,8,283.21,,28.6,72.9,86.02,"Rain, Partially cloudy"
"55.715559, -2.403535",09/19/2017,62,37.7,49.3,32.4,,0,0,0,9.5,250.33,,28.6,52.4,81.74,Partially cloudy
"55.715559, -2.403535",09/20/2017,61.8,45.6,55.7,43.3,,0.01,0,0,19.4,205.38,31.1,26,90.4,90.22,"Rain, Overcast"
"55.715559, -2.403535",09/21/2017,59.3,45.6,55.5,41.4,,0.13,0,0,12.7,237.08,28.9,27.8,80.4,87.25,"Rain, Overcast"
"55.715559, -2.403535",09/22/2017,59.1,40.2,50.5,37.2,,0,0,0,16.1,206.83,,29.8,70,82.88,Partially cloudy
"55.715559, -2.403535",09/23/2017,62.7,46.7,55.7,45.6,,0,0,0,12.7,190.04,,23.7,71.6,86.26,Partially cloudy
"55.715559, -2.403535",09/24/2017,63.7,51.9,57.9,,,0,0,0,12.7,134.46,,22.3,78.8,80.49,Overcast
"55.715559, -2.403535",09/25/2017,60.2,53.9,56.2,,,0.36,0,0,6.9,81.38,,1.8,88.3,97.49,"Rain, Overcast"
"55.715559, -2.403535",09/26/2017,63.6,51.2,55.4,,,0.01,0,0,9.2,111.38,,4.8,75.1,93.91,"Rain, Overcast"
"55.715559, -2.403535",09/27/2017,59.1,53,55.8,,,0,0,0,18.3,112.5,34.4,7,92.5,90.93,Overcast
"55.715559, -2.403535",09/28/2017,63.6,50.3,56.7,,,0.08,0,0,12.7,183.42,32.2,25.3,62.9,85.41,"Rain, Partially cloudy"
"55.715559, -2.403535",09/29/2017,62,44,53.7,41.4,,0.04,0,0,20.8,189.21,34.4,21.9,65.4,84.24,"Rain, Partially cloudy"
"55.715559, -2.403535",09/30/2017,58.3,43,49.1,40.3,,0.01,0,0,15,222.13,,26.6,44,86.66,"Rain, Partially cloudy"
"55.715559, -2.403535",10/01/2017,60.2,35.9,49,36.1,,0.05,0,0,24.1,232.17,41.9,22.4,65.5,93.67,"Rain, Partially cloudy"
"55.715559, -2.403535",10/02/2017,58.4,50.3,53.6,,,0.04,0,0,28.8,243.75,42,23.4,69.2,77.13,"Rain, Partially cloudy"
"55.715559, -2.403535",10/03/2017,56.4,47.6,50.9,41.3,,0,0,0,20.8,255,34.4,29.6,58.8,72.52,Partially cloudy
"55.715559, -2.403535",10/04/2017,53.9,48.5,51,42.9,,0.03,0,0,18.3,228.75,32.2,25.8,74.2,83.67,"Rain, Partially cloudy"
"55.715559, -2.403535",10/05/2017,56.6,43.1,49.4,36.4,,0.2,0,0,18.3,244.58,32.2,26.5,42.8,79.92,"Rain, Partially cloudy"
"55.715559, -2.403535",10/06/2017,53.7,38.6,47.6,33.5,,0,0,0,18.3,249.21,,27.9,54,76.86,Partially cloudy
"55.715559, -2.403535",10/07/2017,61.1,49.4,55.1,43.6,,0.02,0,0,20.8,261.29,31.1,30.8,80,81.82,"Rain, Overcast"
"55.715559, -2.403535",10/08/2017,61.1,49.4,54.3,47,,0,0,0,12.7,252.13,,30.9,93.7,80.5,Overcast
"55.715559, -2.403535",10/09/2017,59.1,49.4,53.7,,,0,0,0,15,220,,29.1,78.6,87.01,Overcast
"55.715559, -2.403535",10/10/2017,55.7,48.5,52.9,44.1,,0.03,0,0,25.2,225.42,31.9,28.2,70.8,83.05,"Rain, Partially cloudy"
"55.715559, -2.403535",10/11/2017,56.6,47.6,54,40.1,,0.21,0,0,29.9,229.58,36.7,25.9,79.3,87.08,"Rain, Overcast"
"55.715559, -2.403535",10/12/2017,54.8,44,50.2,37.8,,0.03,0,0,29.9,229.17,34.4,28,60,83.22,"Rain, Partially cloudy"
"55.715559, -2.403535",10/13/2017,62,53.7,58,,,0.06,0,0,28.8,221.67,37.6,21.7,87.4,92.1,"Rain, Overcast"
"55.715559, -2.403535",10/14/2017,57.5,52.1,54.6,,,0.02,0,0,23,219.08,31.1,21.8,82.5,93.72,"Rain, Overcast"
"55.715559, -2.403535",10/15/2017,59.1,53,57.3,,,0.01,0,0,35.5,206.33,50.7,24.2,86.2,85.68,"Rain, Overcast"
"55.715559, -2.403535",10/16/2017,57.5,50.3,53.5,,,0.08,0,0,31,113.5,42.1,11.2,87.1,93.8,"Rain, Overcast"
"55.715559, -2.403535",10/17/2017,57.5,49.4,53.3,47,,0,0,0,40.2,217.08,54.3,25.8,81.6,82.38,Overcast
"55.715559, -2.403535",10/18/2017,51.9,47.4,49.2,44.8,,0.09,0,0,11.4,66.67,,16.9,86.2,94.99,"Rain, Overcast"
"55.715559, -2.403535",10/19/2017,56.6,48.3,52.1,47,,0.09,0,0,9.2,106.42,,7.7,78,95.65,"Rain, Overcast"
"55.715559, -2.403535",10/20/2017,60.2,49.4,54.1,47,,0.32,0,0,13.8,223.5,,17.9,67.8,91.73,"Rain, Partially cloudy"
"55.715559, -2.403535",10/21/2017,54.8,47.6,51.1,45.3,,0.02,0,0,17.2,134.67,,20.3,74,91.03,"Rain, Partially cloudy"
"55.715559, -2.403535",10/22/2017,55.5,44.9,50.9,39.3,,0.02,0,0,20.8,268.75,34.4,29.9,60.9,85.04,"Rain, Partially cloudy"
"55.715559, -2.403535",10/23/2017,57.3,41.3,49.4,37.8,,0.01,0,0,17.2,205.21,30,27.3,87,89.67,"Rain, Overcast"
"55.715559, -2.403535",10/24/2017,58.4,46.5,51.6,43.8,,0.04,0,0,17.2,223.79,34.4,28.8,62.6,89.22,"Rain, Partially cloudy"
"55.715559, -2.403535",10/25/2017,56.6,44.7,50.3,42.2,,0.02,0,0,18.3,223.75,35.6,29.6,58.4,83.56,"Rain, Partially cloudy"
"55.715559, -2.403535",10/26/2017,54.6,46.5,50.4,43.7,,0,0,0,15,244.21,33.3,30.2,57.9,81.01,Partially cloudy
"55.715559, -2.403535",10/27/2017,52.1,41.1,46.5,35.3,,0,0,0,18.3,266.25,28.9,30.5,40.1,80.57,Partially cloudy
"55.715559, -2.403535",10/28/2017,57.5,46.5,53.9,40.4,,0,0,0,29.9,254.58,41.7,31,70.4,82.41,Partially cloudy
"55.715559, -2.403535",10/29/2017,53.9,38.6,45.7,32.8,,0,0,0,21.9,313.6,41.4,28.5,48.9,69.57,Partially cloudy
"55.715559, -2.403535",10/30/2017,46.7,31.7,40.4,25.9,,0,0,0,14.9,235.63,23,28,64.5,87.09,Partially cloudy
"55.715559, -2.403535",10/31/2017,55.7,48.5,52.3,44.1,,0.06,0,0,19.7,223.33,34.7,25.3,84.2,93.31,"Rain, Overcast"
"55.715559, -2.403535",11/01/2017,53.9,49.2,52,44.4,,0.04,0,0,20.8,232.08,36.9,23,76.7,90.2,"Rain, Overcast"
"55.715559, -2.403535",11/02/2017,49.2,38.4,45,35.2,,0,0,0,10.3,269.13,,29.7,67.8,83.86,Partially cloudy
"55.715559, -2.403535",11/03/2017,46.7,37.5,43.4,34,,0,0,0,13.8,224.17,,30.9,92.9,86.33,Overcast
"55.715559, -2.403535",11/04/2017,49.4,34.1,42.5,28.9,,0,0,0,17.2,241.25,,28.9,44.5,86.16,Partially cloudy
"55.715559, -2.403535",11/05/2017,46.5,33.2,39.2,26.2,,0,0,0,12.7,286.67,21.9,28.8,37.7,77.23,Partially cloudy
"55.715559, -2.403535",11/06/2017,49.4,29,40.3,23.9,,0,0,0,19.4,220.83,38,25.9,69.1,88.6,Partially cloudy
"55.715559, -2.403535",11/07/2017,50.3,35,44.9,29.9,,0.03,0,0,21.9,242.46,38.7,30.5,70.7,84.64,"Rain, Partially cloudy"
"55.715559, -2.403535",11/08/2017,49.2,31.2,39.5,26.2,,0.01,0,0,19.4,224.25,36.9,28,64.6,92.12,"Rain, Partially cloudy"
"55.715559, -2.403535",11/09/2017,52.1,43.1,47.7,36.1,,0.01,0,0,21.9,239.58,36.7,21.9,47.9,79.84,"Rain, Partially cloudy"
"55.715559, -2.403535",11/10/2017,45.8,37.5,42.1,29.9,,0.01,0,0,19.4,259.17,38,29.7,44,76.44,"Rain, Partially cloudy"
"55.715559, -2.403535",11/11/2017,45.6,33.2,37.4,26.2,,0,0,0,11.4,263.33,,30,44.4,84.36,Partially cloudy
"55.715559, -2.403535",11/12/2017,44.9,33.2,38.4,26.2,,0,0,0,16.1,299.17,36.9,30.3,50.4,74.6,Partially cloudy
"55.715559, -2.403535",11/13/2017,46.7,32.1,38.3,26,,0.01,0,0,19.4,246.29,35.8,30.5,70.1,81.31,"Rain, Partially cloudy"
"55.715559, -2.403535",11/14/2017,50.3,39.5,46,38.4,,0.03,0,0,18.3,249.21,29.5,26.6,66.3,88.05,"Rain, Partially cloudy"
"55.715559, -2.403535",11/15/2017,43.1,33.2,39.1,30.2,,0,0,0,11.4,241.79,,25.2,50.7,94.09,Partially cloudy
"55.715559, -2.403535",11/16/2017,49.2,35.7,43,29.3,,0.08,0,0,23,247.08,38.2,25.4,46.1,82.63,"Rain, Partially cloudy"
"55.715559, -2.403535",11/17/2017,44,33,39.7,26.3,,0.01,0,0,18.3,226.29,36.9,29.8,54.2,87.97,"Rain, Partially cloudy"
"55.715559, -2.403535",11/18/2017,44.9,33.9,40.1,28.5,,0,0,0,17.2,260,33.3,30.5,44,76.61,Partially cloudy
"55.715559, -2.403535",11/19/2017,40.2,31.7,36.5,24.9,,0,0,0,12.7,235.67,,28.9,70.5,81.94,Partially cloudy
"55.715559, -2.403535",11/20/2017,48.3,36.6,41,31.8,,0.2,0,0,8,192.46,,13.1,82.5,98.04,"Rain, Overcast"
"55.715559, -2.403535",11/21/2017,53,42.9,47.2,40.3,,0.09,0,0,25.3,197.96,36.3,12,82.5,97.44,"Rain, Overcast"
"55.715559, -2.403535",11/22/2017,51,43.1,47.1,38.9,,0.61,0,0,26.4,192.08,39.1,16.7,86.7,95.2,"Rain, Overcast"
"55.715559, -2.403535",11/23/2017,43.1,35,38.6,28.4,,0.49,0,0,14.9,259.13,,23.9,64.4,89.8,"Rain, Partially cloudy"
"55.715559, -2.403535",11/24/2017,38.6,32.1,34.3,24.8,,0,0.39,0.39,17.2,226.25,16.1,31,54.4,88.31,"Snow, Partially cloudy"
"55.715559, -2.403535",11/25/2017,37.5,29.4,34.6,21.7,,0,0,0.39,20.8,247.92,35.8,30.8,51.3,84.61,Partially cloudy
"55.715559, -2.403535",11/26/2017,41.3,34.1,37.1,25.1,,0,0,0.39,15,247.5,34.4,28.3,52.3,84.32,Partially cloudy
"55.715559, -2.403535",11/27/2017,44,38.4,40.8,31.1,,0.04,0,0,19.4,263.75,33.3,29.6,74.9,81.34,"Rain, Partially cloudy"
"55.715559, -2.403535",11/28/2017,41.6,35,38.2,26.2,,0.04,0,0,15,310.83,31.1,30.8,41.4,78.52,"Rain, Partially cloudy"
"55.715559, -2.403535",11/29/2017,39.3,33,36.8,24.8,,0.01,0,0,13.9,317.92,33.3,30.5,55.3,76.9,"Rain, Partially cloudy"
"55.715559, -2.403535",11/30/2017,37.5,33,35,24.5,,0,0.64,0.64,15,322.08,34.4,30,53,74.49,"Snow, Partially cloudy"
"55.715559, -2.403535",12/01/2017,40.2,34.1,36.8,26.5,,0.02,0.15,0.79,12.7,292.5,28.9,28.9,66.8,80.56,"Snow, Partially cloudy"
"55.715559, -2.403535",12/02/2017,46.7,35,41.2,29.9,,0,0,0,13.8,233.33,,30.5,70,91.5,Partially cloudy
"55.715559, -2.403535",12/03/2017,46.5,36.8,42,31.7,,0,0,0,10.3,248,,25.4,64.8,87.88,Partially cloudy
"55.715559, -2.403535",12/04/2017,48.5,36.8,42.4,31.3,,0,0,0,13.8,235.96,,29.1,55.7,89.2,Partially cloudy
"55.715559, -2.403535",12/05/2017,46.7,40.4,44.4,35.2,,0,0,0,20.8,226.25,34.7,31,80.9,83.94,Overcast
"55.715559, -2.403535",12/06/2017,52.1,45.8,49,38.9,,0,0,0,31,226.67,42.3,28.2,80.2,85.59,Overcast
"55.715559, -2.403535",12/07/2017,53.9,34.8,43,25.4,,0.01,0,0,35.5,252.5,46.8,25.8,46.4,79.78,"Rain, Partially cloudy"
"55.715559, -2.403535",12/08/2017,35,31.4,33.1,20.4,,0,0,0,20.8,280.42,38,30.9,39.6,67.51,Partially cloudy
"55.715559, -2.403535",12/09/2017,34.8,23.6,30.3,17.3,,0,0,0,16.1,250.46,,31,48.1,78.77,Partially cloudy
"55.715559, -2.403535",12/10/2017,31.4,19.5,24.6,11.8,,0,0,0,8,260.04,,30.8,47.5,87.33,Partially cloudy
"55.715559, -2.403535",12/11/2017,36.8,20,28.4,10.9,,0.03,0.64,0.64,12.7,278.38,,27.9,43.8,87.35,"Snow, Partially cloudy"
"55.715559, -2.403535",12/12/2017,35.7,28.1,32.8,20.1,,0.08,0.15,0.79,14.9,240.46,28.9,24,69.2,91.82,"Snow, Partially cloudy"
"55.715559, -2.403535",12/13/2017,40.2,32.1,36.4,24.5,,0.06,0,0.79,16.1,230.42,32.2,27.9,68.3,89.64,"Rain, Partially cloudy"
"55.715559, -2.403535",12/14/2017,36.6,30.3,33.6,22,,0.01,0,0.52,15,257.5,30,30.2,62.3,90.89,"Rain, Partially cloudy"
"55.715559, -2.403535",12/15/2017,39.5,34.8,37.1,26.8,,0.12,0.25,0.64,16.1,308.33,31.1,27.1,54.8,83.3,"Snow, Partially cloudy"
"55.715559, -2.403535",12/16/2017,37.7,28.1,32.7,21.5,,0,0.15,0.79,11.4,275,,30.9,53.6,80.2,"Snow, Partially cloudy"
"55.715559, -2.403535",12/17/2017,44.9,28.1,37.3,21.8,,0.12,0,0.52,16.1,240.92,35.8,24.3,78.5,89.26,"Rain, Overcast"
"55.715559, -2.403535",12/18/2017,41.3,31.4,36.5,25.2,,0,0,0.39,18.3,238.88,,24.5,41.7,92.25,Partially cloudy
"55.715559, -2.403535",12/19/2017,49.2,41.1,45.3,33.5,,0,0,0,19.4,223,28.9,26.3,78.4,94.8,Overcast
"55.715559, -2.403535",12/20/2017,51.9,42.2,48,38.3,,0,0,0,25.2,229.63,34.4,30.9,84.6,89.26,Overcast
"55.715559, -2.403535",12/21/2017,43.1,35,40.8,34.1,,0,0,0,11.4,244.13,,30.9,82.1,88.79,Overcast
"55.715559, -2.403535",12/22/2017,47.6,33,41.6,29.7,,0,0,0,18.3,239.96,32.2,26.9,77.3,95.58,Overcast
"55.715559, -2.403535",12/23/2017,54.6,46.7,49.3,40.4,,0,0,0,26.4,227.92,37.6,29.1,62.6,90.61,Partially cloudy
"55.715559, -2.403535",12/24/2017,51.9,49.4,50.3,42.1,,0,0,0,25.3,217.5,45.1,29.4,85,88.63,Overcast
"55.715559, -2.403535",12/25/2017,49.4,35.9,43.2,30.1,,0.47,0,0,24.1,248.42,35.8,13.4,85.8,95.63,"Rain, Overcast"
"55.715559, -2.403535",12/26/2017,37.5,29.4,33.8,23,,0.24,0,0,11.4,254.63,,25.8,67,94.02,"Rain, Partially cloudy"
"55.715559, -2.403535",12/27/2017,35.7,32.1,33.2,21.4,,0,0,0,19.4,292.08,,31,54.8,78.92,Partially cloudy
"55.715559, -2.403535",12/28/2017,36.8,29.9,33.2,19.9,,0,0,0,20.8,272.92,32.2,30.3,14.6,78.6,Clear
"55.715559, -2.403535",12/29/2017,35.7,25.8,30.6,18.6,,0.04,0.39,0.39,11.4,195.96,,19.1,89.1,95.27,"Snow, Overcast"
"55.715559, -2.403535",12/30/2017,39.5,34.1,36.6,26.7,,0.13,0,0.39,18.3,228.71,39.1,25.6,86.1,91.92,"Rain, Overcast"
"55.715559, -2.403535",12/31/2017,44.7,36.8,40.9,31.2,,0.08,0,0,34.4,191.67,52.3,22.6,68.1,84.74,"Rain, Partially cloudy"
"55.715559, -2.403535",01/01/2018,42.9,35,38.4,28.3,,0.06,0,0,15,242.5,31.1,28.1,53.2,87.74,"Rain, Partially cloudy"
"55.715559, -2.403535",01/02/2018,39.5,33.9,36.7,27.8,,0.04,0,0,10.3,202,45,21.8,72.6,93.99,"Rain, Partially cloudy"
"55.715559, -2.403535",01/03/2018,43.8,35.7,40,25.5,,0.55,0,0,18.3,255.38,48.3,19.6,69.6,92.1,"Rain, Partially cloudy"
"55.715559, -2.403535",01/04/2018,41.3,36.6,39,32.1,,0.24,0,0,10.3,175,21.9,15.3,70.4,96.46,"Rain, Partially cloudy"
"55.715559, -2.403535",01/05/2018,39.3,35.7,37.5,28.5,,0.24,0,0,16.1,242.92,,18.1,73.8,95.61,"Rain, Partially cloudy"
"55.715559, -2.403535",01/06/2018,40.2,35.7,38.1,27,,0.13,0,0,18.3,92.92,33.3,22.7,72,77.5,"Rain, Partially cloudy"
"55.715559, -2.403535",01/07/2018,36.8,26.3,32,22.8,,0,0,0,6.9,274.25,,27.2,54.4,83.11,Partially cloudy
"55.715559, -2.403535",01/08/2018,36.8,24,30.9,20.7,,0.01,0,0,10.3,128.33,,24.3,32.9,88.31,"Rain, Partially cloudy"
"55.715559, -2.403535",01/09/2018,38.6,34.1,36.7,27.3,,0,0,0,12.7,112.5,30,7.6,93.4,93.13,Overcast
