Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
"55.715559, -2.403535",04/24/2018,53.7,43.1,48.6,38.7,,0.01,0,0,21.9,237.08,33.3,26.4,70,75.44,"Rain, Partially cloudy"
"55.715559, -2.403535",04/25/2018,54.5,41.1,46.7,34.9,,0.06,0,0,21.9,228.33,33,28.8,53.9,80.34,"Rain, Partially cloudy"
"55.715559, -2.403535",04/26/2018,53,40.2,46.2,32.9,,0.01,0,0,19.5,244.17,36.2,28.3,51.7,74.69,"Rain, Partially cloudy"
"55.715559, -2.403535",04/27/2018,52.8,33,43.5,29.3,,0.02,0,0,11.4,184.29,,25.1,56.8,78.27,"Rain, Partially cloudy"
"55.715559, -2.403535",04/28/2018,49.2,35.7,42.4,31.2,,0.04,0,0,12.7,143.75,,27.8,63.9,85.34,"Rain, Partially cloudy"
"55.715559, -2.403535",04/29/2018,49.4,36.8,42.3,32,,0.03,0,0,12.7,162.92,,28.2,55.5,76.85,"Rain, Partially cloudy"
"55.715559, -2.403535",04/30/2018,48.3,35.9,42.6,31,,0.01,0,0,16.1,85.42,,28.8,52.6,75.59,"Rain, Partially cloudy"
"55.715559, -2.403535",05/01/2018,53,32.3,43.8,26.7,,0,0,0,26.4,227.92,37.4,29,51.6,75.32,Partially cloudy
"55.715559, -2.403535",05/02/2018,51.9,40.4,46.6,35.6,,0.02,0,0,18.3,242.08,32.2,27.2,75.8,78.62,"Rain, Overcast"
"55.715559, -2.403535",05/03/2018,53.9,38,46.6,31.6,,0.01,0,0,24.1,226.67,31.1,25.2,62.5,78.05,"Rain, Partially cloudy"
"55.715559, -2.403535",05/04/2018,57.3,46.7,52.4,41.8,,0,0,0,20.7,219.58,28.9,26.8,81.2,86.7,Overcast
"55.715559, -2.403535",05/05/2018,64.5,48.5,54.8,44.2,,0,0,0,21.9,218.33,33.3,24.6,68.4,84.67,Partially cloudy
"55.715559, -2.403535",05/06/2018,70.9,47.6,58.5,43.7,,0,0,0,17.2,216.79,24.2,18.7,52.3,77.96,Partially cloudy
"55.715559, -2.403535",05/07/2018,72.5,46.7,59.6,47.4,,0,0,0,15,205.21,25.3,27.4,55.7,71.54,Partially cloudy
"55.715559, -2.403535",05/08/2018,60.9,45.6,54.8,44.3,,0.04,0,0,19.4,235.88,28.9,22.6,56.8,80.07,"Rain, Partially cloudy"
"55.715559, -2.403535",05/09/2018,53.9,42.2,49.1,38.7,,0,0,0,18.3,212.54,34.5,24.1,73.8,86.28,Partially cloudy
"55.715559, -2.403535",05/10/2018,57.4,39.5,49.1,37.4,,0.08,0,0,17.2,236.29,33.3,23.9,42.4,74.67,"Rain, Partially cloudy"
"55.715559, -2.403535",05/11/2018,58.3,36.8,49.5,35,,0,0,0,19.4,167.58,32.7,25.8,54.9,72.24,Partially cloudy
"55.715559, -2.403535",05/12/2018,59.1,42.2,51,42.2,,0.02,0,0,12.7,111.63,,24.1,62.9,78.02,"Rain, Partially cloudy"
"55.715559, -2.403535",05/13/2018,61.9,46.7,52.6,45.6,,0.38,0,0,16.1,239.08,,19.9,59.8,80.81,"Rain, Partially cloudy"
"55.715559, -2.403535",05/14/2018,63.8,38.6,52.1,35,,0,0,0,10.3,172.29,,28,7,71.51,Clear
"55.715559, -2.403535",05/15/2018,67.3,41.3,55.2,37.4,,0,0,0,13.8,245.92,21.9,27.3,40.5,74.85,Partially cloudy
"55.715559, -2.403535",05/16/2018,53.7,41.3,49.6,38.2,,0.01,0,0,16.1,80.83,,26.9,53.1,68.81,"Rain, Partially cloudy"
"55.715559, -2.403535",05/17/2018,55.7,37.7,47.4,31.7,,0,0,0,9.2,149.17,,27.9,37.1,72.11,Partially cloudy
"55.715559, -2.403535",05/18/2018,62.9,35,50.4,30.8,,0,0,0,10.3,188.71,,22.7,47.8,70.37,Partially cloudy
"55.715559, -2.403535",05/19/2018,68.1,42.2,55.5,37.8,,0,0,0,16.1,227.13,,28,15.2,65.55,Clear
"55.715559, -2.403535",05/20/2018,62.9,46.7,56,43.8,,0,0,0,18.3,218.38,31.1,28.3,66.1,64.44,Partially cloudy
"55.715559, -2.403535",05/21/2018,70.8,42.2,58,40.8,,0,0,0,17.2,168.21,,25.4,46.7,65.73,Partially cloudy
"55.715559, -2.403535",05/22/2018,48.5,45.6,47.1,38.4,,0,0,0,18.3,27.08,,10.1,98.3,95.85,Overcast
"55.715559, -2.403535",05/23/2018,52.1,45.8,48,42.1,,0,0,0,9.2,57.92,,19.5,99.9,92.22,Overcast
"55.715559, -2.403535",05/24/2018,56.6,43.8,49.5,41.4,,0,0,0,11.4,70,21.9,10,83.1,90.73,Overcast
"55.715559, -2.403535",05/25/2018,64.5,38.4,51.9,36.1,,0,0,0,17.2,78.96,33.3,12.8,64.5,85.46,Partially cloudy
"55.715559, -2.403535",05/26/2018,61.8,48.3,53.6,43,,0.01,0,0,15,30,,10.2,64,87.82,"Rain, Partially cloudy"
"55.715559, -2.403535",05/27/2018,66.3,48.5,55.2,44.4,,0,0,0,13.9,49.17,28.9,9,71.7,88.62,Partially cloudy
"55.715559, -2.403535",05/28/2018,69.2,48.5,59.2,,,0,0,0,9.2,91.63,,14,59.3,87.75,Partially cloudy
"55.715559, -2.403535",05/29/2018,61.1,51.2,55,,,0.01,0,0,13.9,78.33,,12.8,74,93.72,"Rain, Partially cloudy"
"55.715559, -2.403535",05/30/2018,53.9,50.3,52.6,,,0,0,0,10.3,71.58,,7.8,97.4,99.11,Overcast
"55.715559, -2.403535",05/31/2018,68.2,52.1,59.4,,,0.02,0,0,8,127.54,,6.5,87.1,93.4,"Rain, Overcast"
"55.715559, -2.403535",06/01/2018,73.5,51.2,62.9,,,0.2,0,0,9.2,150.13,,10.6,59.1,89.57,"Rain, Partially cloudy"
"55.715559, -2.403535",06/02/2018,70.8,53.9,61.7,,,0,0,0,11.4,158.42,,11.2,49.9,92.43,Partially cloudy
"55.715559, -2.403535",06/03/2018,62,54.8,58.4,,,0.24,0,0,5.8,89.88,,4.4,90,98.54,"Rain, Overcast"
"55.715559, -2.403535",06/04/2018,55.1,49.4,52.4,46.5,,0.04,0,0,11.4,44.29,,5.9,98.6,99.06,"Rain, Overcast"
"55.715559, -2.403535",06/05/2018,59.1,47.6,52,44.1,,0,0,0,13.9,30.42,,19.1,67.6,82.29,Partially cloudy
"55.715559, -2.403535",06/06/2018,61.8,47.6,52.7,44.4,,0,0,0,9.2,55.83,,13.8,79,85.04,Overcast
"55.715559, -2.403535",06/07/2018,62.7,40.4,52.8,35.7,,0,0,0,10.3,128.88,,16.8,55,82.23,Partially cloudy
"55.715559, -2.403535",06/08/2018,60.9,47.4,53.4,45.4,,0,0,0,8,72.08,,24.8,66.1,82.15,Partially cloudy
"55.715559, -2.403535",06/09/2018,62.9,47.4,53.7,45.4,,0,0,0,9.2,75.33,,15.2,75.2,90.65,Overcast
"55.715559, -2.403535",06/10/2018,66.4,45.6,56.3,42.6,,0.02,0,0,9.2,154.58,,10.8,67.6,94.14,"Rain, Partially cloudy"
"55.715559, -2.403535",06/11/2018,59.3,51.2,55.4,,,0.03,0,0,11.4,108.25,,14.8,82.9,94.43,"Rain, Overcast"
"55.715559, -2.403535",06/12/2018,62.9,48.3,56.1,47.4,,0,0,0,6.9,178.54,,25.7,75.4,80.72,Overcast
"55.715559, -2.403535",06/13/2018,62,49.4,55.7,47.7,,0,0,0,26.3,239.13,36.5,25.1,76.1,82,Overcast
"55.715559, -2.403535",06/14/2018,60.2,48.5,56.7,44,,0.02,0,0,34.4,233.75,52.7,21.8,65.9,76.08,"Rain, Partially cloudy"
"55.715559, -2.403535",06/15/2018,61.1,44,52.3,42.5,,0.04,0,0,18.3,218,30,27.8,62.3,81.85,"Rain, Partially cloudy"
"55.715559, -2.403535",06/16/2018,57.5,46.7,52.2,43.8,,0.03,0,0,13.8,213.58,,26.1,71.7,90.63,"Rain, Partially cloudy"
"55.715559, -2.403535",06/17/2018,62,40.4,52.5,37.2,,0,0,0,17.2,215.96,,25.6,63.7,87.36,Partially cloudy
"55.715559, -2.403535",06/18/2018,63.6,50.3,55.9,,,0.03,0,0,24.1,234.17,36.1,27.2,58.4,78.42,"Rain, Partially cloudy"
"55.715559, -2.403535",06/19/2018,61.1,43.8,52.6,39.8,,0,0,0,18.3,215.5,33.3,22.7,62.1,74.07,Partially cloudy
"55.715559, -2.403535",06/20/2018,60.9,48.5,53.4,44.9,,0.97,0,0,18.3,197.17,35.8,21.3,81.7,92.23,"Rain, Overcast"
"55.715559, -2.403535",06/21/2018,61.1,43.8,53.3,38.2,,0,0,0,16.1,290,32.2,28.5,47.2,62.63,Partially cloudy
"55.715559, -2.403535",06/22/2018,66.3,44.7,56.5,40.5,,0,0,0,12.7,273.38,,25.3,43.1,63.54,Partially cloudy
"55.715559, -2.403535",06/23/2018,64.7,44.7,55.6,41.6,,0,0,0,12.7,248.75,,29.1,39.8,74.17,Partially cloudy
"55.715559, -2.403535",06/24/2018,75.4,46.5,61,44.3,,0,0,0,10.3,248.38,,27.9,10.4,63.71,Clear
"55.715559, -2.403535",06/25/2018,77.2,44.7,61.7,41.5,,0,0,0,11.4,190.71,,28,12.5,57.85,Clear
"55.715559, -2.403535",06/26/2018,69.2,42.9,57,43.6,,0,0,0,10.3,60.46,,23,63.4,83.47,Partially cloudy
"55.715559, -2.403535",06/27/2018,74.4,48.5,61.1,47.5,,0,0,0,9.2,69.25,,16.3,69.8,82.3,Partially cloudy
"55.715559, -2.403535",06/28/2018,79.1,50.3,66,,,0,0,0,10.3,140.38,,26.5,19.7,63.41,Clear
"55.715559, -2.403535",06/29/2018,64.7,51.9,58.1,,,0,0,0,11.4,124.63,,22.6,62.2,76.18,Partially cloudy
"55.715559, -2.403535",06/30/2018,69,49.4,59.4,48.6,,0,0,0,15,65,,23.9,53.5,78.25,Partially cloudy
"55.715559, -2.403535",07/01/2018,77.2,49.2,62.3,47.5,,0,0,0,16.1,127.96,,20.4,24.9,75.41,Clear
"55.715559, -2.403535",07/02/2018,61.8,50.1,56.1,,,0,0,0,13.8,67.08,28.9,18.8,66.4,90.26,Partially cloudy
"55.715559, -2.403535",07/03/2018,68.3,52.8,59.6,,,0,0,0,10.3,83.38,,24.7,46.4,77.76,Partially cloudy
"55.715559, -2.403535",07/04/2018,73.6,48.8,62.8,45.8,,0,0,0,10.3,144.58,,28.4,52.9,79.12,Partially cloudy
"55.715559, -2.403535",07/05/2018,69.2,51.6,61.3,,,0,0,0,13.9,162.04,,26.2,70,74.32,Partially cloudy
"55.715559, -2.403535",07/06/2018,71.7,54.6,62.3,,,0,0,0,10.3,207.92,21.9,25.4,68.4,68.72,Partially cloudy
"55.715559, -2.403535",07/07/2018,74.5,48.5,63,46,,0,0,0,11.4,228,,27,61.5,67.1,Partially cloudy
"55.715559, -2.403535",07/08/2018,79.8,54.8,66.9,,,0,0,0,12.7,240,30,28.5,79.5,71,Overcast
"55.715559, -2.403535",07/09/2018,62.7,53.9,57.2,,,0.02,0,0,11.4,52.08,,22.4,87.1,90.16,"Rain, Overcast"
"55.715559, -2.403535",07/10/2018,63.6,53,57.2,,,0,0,0,8.1,143.75,,29.5,88.3,83.33,Overcast
"55.715559, -2.403535",07/11/2018,66.5,50.3,58.2,,,0,0,0,11.4,153.04,,23.2,70.2,82.85,Partially cloudy
"55.715559, -2.403535",07/12/2018,63.8,55.5,58.2,,,0.02,0,0,9.2,82.5,,26.5,91.2,90.63,"Rain, Overcast"
"55.715559, -2.403535",07/13/2018,70.9,53.9,62,,,0.27,0,0,8.1,178.38,,19.3,75.1,85.82,"Rain, Overcast"
"55.715559, -2.403535",07/14/2018,74.6,54.8,64.2,,,0.03,0,0,18.3,223.04,31.1,20.2,42.3,77.61,"Rain, Partially cloudy"
"55.715559, -2.403535",07/15/2018,78,55.7,65.6,,,0,0,0,18.3,224.25,30,27.2,50.2,76.59,Partially cloudy
"55.715559, -2.403535",07/16/2018,69.1,58.4,63.2,,,0.02,0,0,12.7,224.25,,22.5,85,88.22,"Rain, Overcast"
"55.715559, -2.403535",07/17/2018,64.7,52.1,59,,,0.2,0,0,9.2,231.29,,21.1,68.8,85.58,"Rain, Partially cloudy"
"55.715559, -2.403535",07/18/2018,67.4,48.5,57.9,46,,0,0,0,9.2,210.08,,24.5,81.1,87.03,Overcast
"55.715559, -2.403535",07/19/2018,71.8,52.1,61.9,,,0,0,0,10.3,250.42,,21.9,60.5,75.61,Partially cloudy
"55.715559, -2.403535",07/20/2018,61.8,49.4,56.3,47,,0.2,0,0,12.7,221.79,,24,84.2,95.15,"Rain, Overcast"
"55.715559, -2.403535",07/21/2018,72.7,54.8,63,,,0,0,0,11.4,234.29,,26.1,80.8,81.41,Overcast
"55.715559, -2.403535",07/22/2018,78.1,55.7,67,,,0,0,0,18.3,237.13,32.2,29,63.4,80.9,Partially cloudy
"55.715559, -2.403535",07/23/2018,77.1,61.8,68.6,,,0,0,0,20.8,217.08,32.2,23.8,55.6,81.36,Partially cloudy
"55.715559, -2.403535",07/24/2018,69.2,58.3,63.7,,,0,0,0,12.7,209.67,,28.9,88.3,76.76,Overcast
"55.715559, -2.403535",07/25/2018,76.2,46.7,62.1,44.7,,0,0,0,12.7,214.25,,28.5,50.8,67.43,Partially cloudy
"55.715559, -2.403535",07/26/2018,79.9,50.1,66.2,,,0,0,0,16.1,164.92,,27.1,48.7,69.85,Partially cloudy
"55.715559, -2.403535",07/27/2018,83.3,58.2,70,,82.9,0,0,0,15,164.38,28.9,20.7,47.3,72.35,Partially cloudy
"55.715559, -2.403535",07/28/2018,67.2,50.3,60.7,,,0.16,0,0,26.3,154.54,37.4,19.3,72.5,86.7,"Rain, Partially cloudy"
"55.715559, -2.403535",07/29/2018,63.8,48.3,56.3,46.4,,0.35,0,0,15,175.83,36.9,23.6,77.1,97.35,"Rain, Overcast"
"55.715559, -2.403535",07/30/2018,69,50.1,59,,,0.26,0,0,16.1,216.67,30,24.5,65,86.19,"Rain, Partially cloudy"
"55.715559, -2.403535",07/31/2018,67.4,51,59.2,,,0.55,0,0,26.3,217.17,35.8,26.7,75.9,77.28,"Rain, Overcast"
"55.715559, -2.403535",08/01/2018,64.7,56.6,59.4,,,0.02,0,0,17.2,201.71,28.9,14.5,79.2,90.71,"Rain, Overcast"
"55.715559, -2.403535",08/02/2018,77.1,57.5,65.7,,,0.21,0,0,18.3,211.71,31.1,27.2,77.5,87.2,"Rain, Overcast"
"55.715559, -2.403535",08/03/2018,74.4,58.4,65.4,,,0,0,0,12.7,233.33,28.9,30.5,65.3,86.94,Partially cloudy
"55.715559, -2.403535",08/04/2018,72.7,52.8,61.5,,,0,0,0,16.1,248.29,30,30.3,58.6,76.51,Partially cloudy
"55.715559, -2.403535",08/05/2018,72.6,50.3,61.8,,,0,0,0,13.9,225,30,30,45.2,74.52,Partially cloudy
"55.715559, -2.403535",08/06/2018,70.9,58.4,64.3,,,0,0,0,20.8,217.5,31.1,29.6,61.4,81.69,Partially cloudy
"55.715559, -2.403535",08/07/2018,70.7,53.9,63,,,0,0,0,17.2,220.13,,25.8,78.3,81.3,Overcast
"55.715559, -2.403535",08/08/2018,66.5,48.5,57.1,46.5,,0,0,0,17.2,233.88,31.1,29.7,57.8,77.74,Partially cloudy
"55.715559, -2.403535",08/09/2018,66.3,46.5,56.5,43.6,,0,0,0,17.2,240.75,,29,51.7,69.98,Partially cloudy
"55.715559, -2.403535",08/10/2018,61.1,45.8,53,43.5,,0.02,0,0,9.2,222.92,,28.4,68.1,81.3,"Rain, Partially cloudy"
"55.715559, -2.403535",08/11/2018,65.4,44.9,55.6,40.5,,0.01,0,0,11.4,193.92,,27.4,56.1,72.8,"Rain, Partially cloudy"
"55.715559, -2.403535",08/12/2018,60.2,54.8,58,,,0.39,0,0,11.4,52.88,,5.4,93.4,96.78,"Rain, Overcast"
"55.715559, -2.403535",08/13/2018,61.8,58.4,60.2,,,0.24,0,0,10.3,77.92,,4.9,92.2,97.39,"Rain, Overcast"
"55.715559, -2.403535",08/14/2018,67.3,53,60.4,,,0.06,0,0,16.1,228.75,28.9,22.9,78.8,89.62,"Rain, Overcast"
"55.715559, -2.403535",08/15/2018,72.7,59.1,63.8,,,0.07,0,0,26.3,217.5,35.8,27.4,73.8,84.15,"Rain, Partially cloudy"
"55.715559, -2.403535",08/16/2018,65.5,50.1,58.2,,,0.04,0,0,20.8,226.67,38,27.5,58.7,75.44,"Rain, Partially cloudy"
"55.715559, -2.403535",08/17/2018,62.8,49.2,56.5,46.3,,0,0,0,26.3,212.08,32.2,28.7,69.9,81.4,Partially cloudy
"55.715559, -2.403535",08/18/2018,65.6,58.4,61.6,,,0.04,0,0,18.3,225.42,34.4,25.5,81.3,85.97,"Rain, Overcast"
"55.715559, -2.403535",08/19/2018,62,53,59.2,,,1.02,0,0,13.8,161.29,,15,88.7,92.82,"Rain, Overcast"
"55.715559, -2.403535",08/20/2018,66.5,53,57.8,,,0.01,0,0,10.3,137.63,,21.5,94.1,86.53,"Rain, Overcast"
"55.715559, -2.403535",08/21/2018,69.9,56.6,61.5,,,0.09,0,0,17.2,144.13,26.4,19.9,90.8,88.18,"Rain, Overcast"
"55.715559, -2.403535",08/22/2018,66.5,51,61.7,,,0.02,0,0,21.9,245.42,31.1,25.7,73.8,79.88,"Rain, Partially cloudy"
"55.715559, -2.403535",08/23/2018,59.3,46.7,51.5,43.2,,0.24,0,0,13.9,229.63,30.4,28.7,66.6,86.03,"Rain, Partially cloudy"
"55.715559, -2.403535",08/24/2018,60.9,44,51.5,40.6,,0.04,0,0,19.4,258.33,28.9,29.8,34.1,78.05,"Rain, Partially cloudy"
"55.715559, -2.403535",08/25/2018,62.7,45.8,53.3,40.7,,0.01,0,0,11.4,293.75,,30,36.3,67.64,"Rain, Partially cloudy"
"55.715559, -2.403535",08/26/2018,54.8,46.7,50.9,45.3,,0.02,0,0,13.9,207.75,,27.8,92.5,86.88,"Rain, Overcast"
"55.715559, -2.403535",08/27/2018,62.9,49.4,56.5,46,,0.02,0,0,16.1,249.17,,28.2,72.8,83.2,"Rain, Partially cloudy"
"55.715559, -2.403535",08/28/2018,62.9,50.3,56.2,,,0,0,0,21.9,218.33,33.3,30.1,56.5,79.6,Partially cloudy
"55.715559, -2.403535",08/29/2018,64.7,48.5,56.3,43.7,,0,0,0,15,254.58,28.9,28.2,51.5,70.48,Partially cloudy
"55.715559, -2.403535",08/30/2018,62.7,43.1,52.2,38,,0,0,0,11.4,201.58,,27.3,56,72.8,Partially cloudy
"55.715559, -2.403535",08/31/2018,68.2,41.1,54.5,38.2,,0,0,0,11.4,204.42,,26.4,34.8,69.21,Partially cloudy
"55.715559, -2.403535",09/01/2018,64.5,45.6,57.3,46.4,,0,0,0,15,225.92,,29.8,82.5,81.13,Overcast
"55.715559, -2.403535",09/02/2018,72.6,58.2,63.6,,,0,0,0,20.8,214.21,30,28.4,80.4,84.91,Overcast
"55.715559, -2.403535",09/03/2018,58.2,49.4,53.5,47.7,,0.67,0,0,13.9,121.63,,13.1,78,94.24,"Rain, Overcast"
"55.715559, -2.403535",09/04/2018,59.1,48.3,53.1,,,0.01,0,0,10.3,177.92,,24.1,85,83.16,"Rain, Overcast"
"55.715559, -2.403535",09/05/2018,64.7,42.9,54.2,38.7,,0,0,0,11.4,229.38,,26.8,67.6,77.89,Partially cloudy
"55.715559, -2.403535",09/06/2018,56.6,42.2,50.8,37.8,,0,0,0,10.3,287.92,,28.7,56.3,73.88,Partially cloudy
"55.715559, -2.403535",09/07/2018,60.2,42.2,51.2,37.2,,0.12,0,0,13.8,282.08,,27.3,73.9,82.34,"Rain, Partially cloudy"
"55.715559, -2.403535",09/08/2018,63.8,45.6,53.8,41.4,,0.02,0,0,11.4,241.25,30,30.9,65.5,82.69,"Rain, Partially cloudy"
"55.715559, -2.403535",09/09/2018,62.9,49.2,56.5,46.2,,0.06,0,0,18.3,221.29,35.3,26.8,64.8,82.96,"Rain, Partially cloudy"
"55.715559, -2.403535",09/10/2018,58.2,50.3,53.4,,,0.03,0,0,23,217.92,38,25.6,76.8,82.13,"Rain, Overcast"
"55.715559, -2.403535",09/11/2018,62,51.2,55.3,,,0.28,0,0,23,238.54,40.7,18.4,64.4,72.91,"Rain, Partially cloudy"
"55.715559, -2.403535",09/12/2018,59.3,48.3,53.5,44.1,,0,0,0,18.3,245.83,33.3,21.6,59.2,69.74,Partially cloudy
"55.715559, -2.403535",09/13/2018,59.2,45.8,51.7,39.3,,0.02,0,0,19.4,227.08,35.8,28.9,61.5,80.42,"Rain, Partially cloudy"
"55.715559, -2.403535",09/14/2018,61.8,45.8,52.9,41.6,,0.27,0,0,18.3,235.42,38,28.6,70.7,82.71,"Rain, Partially cloudy"
"55.715559, -2.403535",09/15/2018,57.8,42.9,50.8,36.9,,0,0,0,13.8,224,,23.7,75.5,83.82,Overcast
"55.715559, -2.403535",09/16/2018,63.6,52.1,57.1,,,0.09,0,0,20.8,220.42,39,22.9,75.4,77.63,"Rain, Overcast"
"55.715559, -2.403535",09/17/2018,65,50.9,57.5,,,0,0,0,19.4,193.83,40.3,10.2,66.3,83.99,Partially cloudy
"55.715559, -2.403535",09/18/2018,65.5,56.3,60.1,,,0,0,0,32.2,187.25,43.8,14.9,58.7,83.99,Partially cloudy
"55.715559, -2.403535",09/19/2018,60.5,49.4,55,42.1,,0.06,0,0,49.3,218.75,74.9,16.1,47.1,74.95,"Rain, Partially cloudy"
"55.715559, -2.403535",09/20/2018,55.5,44.7,49.9,39.5,,0,0,0,23,208.71,39.6,26.7,56.3,72.97,Partially cloudy
"55.715559, -2.403535",09/21/2018,56.4,43.1,47.7,35.8,,0.65,0,0,21.9,277.5,32.2,25.3,47.5,82,"Rain, Partially cloudy"
"55.715559, -2.403535",09/22/2018,55.1,39.8,47.8,35,,0,0,0,19.4,255,31.1,30.1,26.7,71.08,Partially cloudy
"55.715559, -2.403535",09/23/2018,54.2,35,45.4,29.9,,0,0,0,11.4,268.5,,29.4,49.6,76.33,Partially cloudy
"55.715559, -2.403535",09/24/2018,57.5,37.7,47.1,32.4,,0,0,0,16.1,256.33,,28.7,47.8,74.97,Partially cloudy
"55.715559, -2.403535",09/25/2018,56.6,41.1,49.6,36.7,,0,0,0,32.1,222.58,46,29,78.7,81.25,Overcast
"55.715559, -2.403535",09/26/2018,68.1,55.1,60.5,,,0,0,0,27.7,228.75,46,28.4,77.1,82.88,Overcast
"55.715559, -2.403535",09/27/2018,62.8,42.2,55.6,37.8,,0.02,0,0,20.8,210.79,36.5,26.7,66.7,84.01,"Rain, Partially cloudy"
"55.715559, -2.403535",09/28/2018,55.5,39.5,47.9,35.2,,0,0,0,10.3,274.17,,30,45.3,69.8,Partially cloudy
"55.715559, -2.403535",09/29/2018,55.6,43.8,49.4,40.3,,0,0,0,26.3,230,38,30.4,71.8,69.96,Partially cloudy
"55.715559, -2.403535",09/30/2018,53.9,43.1,48.9,40,,0,0,0,19.4,258.33,31.1,28.3,52.3,72.87,Partially cloudy
"55.715559, -2.403535",10/01/2018,51.9,35.9,44.7,31.9,,0.08,0,0,20.8,255.46,32.2,27.4,66.3,80.5,"Rain, Partially cloudy"
"55.715559, -2.403535",10/02/2018,55.7,45.6,51.7,40.9,,0.02,0,0,24.1,258.33,37.5,24.8,55.3,70.51,"Rain, Partially cloudy"
"55.715559, -2.403535",10/03/2018,61.9,43.1,51.6,39.5,,0,0,0,17.2,227.08,36.6,27.1,81.9,81.05,Overcast
"55.715559, -2.403535",10/04/2018,62,49.2,54.8,46.2,,0.02,0,0,23,229.58,34.4,27.6,68.8,85.27,"Rain, Partially cloudy"
"55.715559, -2.403535",10/05/2018,53.9,44,47.8,39.9,,0.12,0,0,8,272.5,,28.6,79.4,78.03,"Rain, Overcast"
"55.715559, -2.403535",10/06/2018,51.2,39.3,44.5,33.7,,0,0,0,9.2,302.08,,29.1,44.3,72.98,Partially cloudy
"55.715559, -2.403535",10/07/2018,54.6,33.9,44.8,28.4,,0,0,0,31.1,223.33,45.6,29.2,70.8,86.15,Partially cloudy
"55.715559, -2.403535",10/08/2018,58.2,53.9,55.7,,,0.01,0,0,26.4,219.58,42.7,26.5,84.6,85.13,"Rain, Overcast"
"55.715559, -2.403535",10/09/2018,57.5,55.7,56.4,,,0,0,0,33.3,220,49.4,21.3,92.4,81.13,Overcast
"55.715559, -2.403535",10/10/2018,69.9,51,58.5,,,0,0,0,17.2,152.92,32.2,20.8,36.5,77.37,Partially cloudy
"55.715559, -2.403535",10/11/2018,63.7,51.2,56.2,,,0,0,0,19.4,132.5,30,12,81.1,88.18,Overcast
"55.715559, -2.403535",10/12/2018,63.7,42.9,53.6,40.1,,0.28,0,0,27.5,184.21,41.7,24.1,61.9,89.01,"Rain, Partially cloudy"
"55.715559, -2.403535",10/13/2018,61.4,52.1,55.8,,,0.79,0,0,25.2,143.88,35.6,18.3,73.8,93.91,"Rain, Partially cloudy"
"55.715559, -2.403535",10/14/2018,56.6,40.3,47.8,36.3,,0.35,0,0,13.9,232.54,36.9,30.9,63.1,85.81,"Rain, Partially cloudy"
"55.715559, -2.403535",10/15/2018,54.6,34.1,42.5,31.2,,0.01,0,0,8,209.33,,28.7,52,87.42,"Rain, Partially cloudy"
"55.715559, -2.403535",10/16/2018,59.3,40.4,50,37.4,,0.01,0,0,24.1,180.63,38,21.2,81.3,90.58,"Rain, Overcast"
"55.715559, -2.403535",10/17/2018,54.6,39.3,48.1,32.7,,0.01,0,0,12.7,243.75,,24,40.2,85.94,"Rain, Partially cloudy"
"55.715559, -2.403535",10/18/2018,54.6,33.9,43.2,28.7,,0,0,0,11.4,237.29,,27.3,40.2,82.88,Partially cloudy
"55.715559, -2.403535",10/19/2018,55.5,34.1,45,29.8,,0.01,0,0,21.9,242.46,30,25.8,68.8,88.28,"Rain, Partially cloudy"
"55.715559, -2.403535",10/20/2018,60.1,42.2,52.4,38.5,,0,0,0,20.8,226.29,33.3,24.7,80.6,90.93,Overcast
"55.715559, -2.403535",10/21/2018,59.1,42.5,52.9,38.2,,0.04,0,0,20.7,243.79,33.3,26.1,71.4,84.1,"Rain, Partially cloudy"
"55.715559, -2.403535",10/22/2018,53,38.9,46.5,33.9,,0,0,0,29.9,247.5,49.4,25.3,52.3,76.71,Partially cloudy
"55.715559, -2.403535",10/23/2018,59.1,51.5,54.5,,,0,0,0,29.9,259.58,54.1,23.2,56.3,75.24,Partially cloudy
"55.715559, -2.403535",10/24/2018,56.4,48.5,52.5,43.3,,0,0,0,26.3,248.96,38.9,30,68.9,79.09,Partially cloudy
"55.715559, -2.403535",10/25/2018,57.3,48.5,51.9,42.7,,0.01,0,0,18.3,249.17,33.3,29.6,82.8,82.18,"Rain, Overcast"
"55.715559, -2.403535",10/26/2018,46.7,38.4,42.6,33.2,,0.02,0,0,13.9,304.17,35.8,29.7,42.9,77.94,"Rain, Partially cloudy"
"55.715559, -2.403535",10/27/2018,43.8,35.9,39.8,27.9,,0.01,0,0,17.2,292.5,33.3,29.3,46.2,72.14,"Rain, Partially cloudy"
"55.715559, -2.403535",10/28/2018,44.8,31.7,39.1,30.2,,0.19,0,0,12.7,237.16,33.3,27,40.1,87.15,"Rain, Partially cloudy"
"55.715559, -2.403535",10/29/2018,44,23.7,35,19.3,,0.02,0,0,9.2,196.38,,25.2,34,87.92,"Rain, Partially cloudy"
"55.715559, -2.403535",10/30/2018,45.8,35.9,39.8,30.4,,0.03,0,0,12.7,175,31.1,22.9,57.7,89.35,"Rain, Partially cloudy"
